Sequence,scientific_name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
8350.0,trichastoma rostratum,Pellorneidae,Passeriformes,AVIBASE-F13200CB,5,2,3,0,4,18.3,10.7,3.8,3.8,23.9,70.4,8.8,60.7,12.7,46.6,21.0,Updated_literature,Dunning (2021),NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,-5.05,12.79,1.32,112.22,789435.46
8354.0,trichastoma tickelli,Pellorneidae,Passeriformes,AVIBASE-F013EAF4,5,2,3,0,4,15.6,8.3,3.1,3.7,25.8,62.2,5.9,55.1,9.6,52.0,17.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,2.74,28.77,19.75,101.13,851979.33
8366.0,turdinus brevicaudatus,Pellorneidae,Passeriformes,AVIBASE-472A5B98,5,2,3,0,4,15.9,8.6,3.3,4.0,23.3,60.8,4.0,56.7,6.6,48.8,19.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,2.48,27.83,19.67,100.62,1190917.89
8365.0,turdinus calcicola,Pellorneidae,Passeriformes,AVIBASE-58C82362,0,0,0,0,0,20.7,11.7,3.9,5.2,28.3,79.8,6.9,73.9,8.5,72.4,27.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Turdinus crispifrons,Forest,2,1.0,Omnivore,Invertivore,Generalist,13.94,14.84,14.38,101.19,6189.39
8367.0,turdinus crassus,Pellorneidae,Passeriformes,AVIBASE-15B3568A,5,1,4,0,4,16.1,9.0,3.7,4.8,27.5,68.4,4.3,64.2,6.3,48.2,26.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,0.92,6.28,3.46,115.46,34993.36
8364.0,turdinus crispifrons,Pellorneidae,Passeriformes,AVIBASE-9C6510E2,5,2,3,0,4,20.7,11.7,3.9,5.2,28.3,79.8,6.9,73.9,8.5,72.4,27.0,Dunning,,NO,,,Forest,2,1.0,Omnivore,Invertivore,Generalist,13.36,22.44,18.55,101.42,234696.62
8361.0,turdinus rufipectus,Pellorneidae,Passeriformes,AVIBASE-3B593D10,4,2,2,0,4,21.6,12.1,3.8,5.4,31.4,90.2,5.2,85.1,5.7,74.0,37.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-5.32,5.14,0.64,99.8,73599.83
,phylloscopus emilsalimi,Phylloscopidae,Passeriformes,AVIBASE-90C6C0C9,1,0,1,0,0,24.7,6.3,3.2,3.3,23.5,68.0,6.3,46.1,12.0,41.0,10.0,Updated_live.sample,Live sample (museum data),YES,Kipp's Distance; Secondary1; Hand-Wing Index,Phylloscopus poliocephalus,,1,1.0,Carnivore,Invertivore,Insessorial,,,,,
,phylloscopus suaramerdu,Phylloscopidae,Passeriformes,AVIBASE-362F86E4,1,0,1,0,1,25.1,7.2,2.6,3.1,20.9,56.0,6.8,49.2,12.1,42.0,8.5,Updated_live.sample,Live sample (museum data),NO,,,,1,,Carnivore,Invertivore,Insessorial,,,,,
9697.0,ploceus upembae,Ploceidae,Passeriformes,AVIBASE-7904C526,0,0,0,0,0,15.0,9.7,5.4,6.9,18.7,65.2,12.8,52.4,19.6,44.5,18.5,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Ploceus katangae,Wetland,2,1.0,Herbivore,Granivore,Insessorial,-9.37,-7.7,-8.49,26.8,10991.59
9363.0,regulus calendula,Regulidae,Passeriformes,AVIBASE-B60B1166,5,2,3,0,4,10.6,6.3,2.7,2.2,18.4,58.0,12.6,44.9,22.0,42.2,6.19,Dunning,,NO,,,Forest,1,3.0,Carnivore,Invertivore,Insessorial,32.33,69.54,53.97,-108.98,9263294.84
8708.0,acridotheres tertius,Sturnidae,Passeriformes,AVIBASE-8FEC2A63,0,0,0,0,0,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,89.0,Inferred,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Acridotheres melanopterus,Grassland,3,2.0,Omnivore,Omnivore,Generalist,-8.84,-8.09,-8.16,114.54,134.74
8707.0,acridotheres tricolor,Sturnidae,Passeriformes,AVIBASE-2CE58BE1,0,0,0,0,0,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,89.0,Inferred,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Acridotheres melanopterus,Grassland,3,2.0,Omnivore,Omnivore,Generalist,-8.78,-7.75,-8.41,114.43,641.98
8734.0,poeoptera femoralis,Sturnidae,Passeriformes,AVIBASE-1350773F,7,2,5,0,4,17.0,9.2,4.7,4.5,22.7,96.4,23.8,72.0,24.7,69.4,41.0,Inferred,,YES,Body Mass,Pholia sharpii,Forest,1,2.0,Omnivore,Frugivore,Insessorial,-3.79,0.14,-1.41,37.2,5033.2
8114.0,chleuasicus atrosuperciliaris,Sylviidae,Passeriformes,AVIBASE-6818E161,4,1,3,0,4,11.8,6.8,4.6,8.4,25.0,69.5,7.1,62.4,10.2,77.9,16.8,Dunning,,NO,,,Forest,2,1.0,Omnivore,Granivore,Insessorial,16.39,28.37,24.66,96.56,204421.85
8108.0,cholornis paradoxus,Sylviidae,Passeriformes,AVIBASE-B7B36296,5,4,1,0,4,14.3,9.9,5.8,10.7,29.3,91.2,10.3,81.0,11.3,107.0,35.0,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,28.34,34.46,32.32,105.64,137179.65
8109.0,cholornis unicolor,Sylviidae,Passeriformes,AVIBASE-83BC3338,5,3,2,0,4,14.4,8.5,5.1,10.0,28.5,87.9,7.6,80.3,8.6,110.3,34.0,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Omnivore,Insessorial,24.3,31.1,28.03,96.26,150398.92
8107.0,conostoma aemodium,Sylviidae,Passeriformes,AVIBASE-D1065C8C,5,2,3,0,4,24.5,17.6,8.1,12.4,39.3,123.3,8.0,114.2,6.6,134.5,83.99,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Omnivore,Insessorial,24.88,36.35,29.78,99.73,747028.87
8110.0,neosuthora davidiana,Sylviidae,Passeriformes,AVIBASE-D4F1F491,5,2,3,0,4,9.1,4.8,3.7,6.3,17.7,49.3,7.2,41.6,14.8,39.6,8.5,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,16.39,27.98,21.9,107.12,172440.84
8083.0,parophasma galinieri,Sylviidae,Passeriformes,AVIBASE-B1400E68,5,2,3,0,4,16.1,8.1,3.9,4.5,25.6,84.8,9.6,74.9,11.3,79.5,21.5,Dunning,,NO,,,Woodland,2,1.0,Herbivore,Frugivore,Insessorial,6.1,13.5,8.81,38.65,78935.61
8104.0,psittiparus bakeri,Sylviidae,Passeriformes,AVIBASE-C89C9217,4,2,2,0,3,15.7,8.9,5.7,10.1,26.3,86.0,8.4,77.6,9.7,79.9,32.0,DataFromSplit,,NO,,,Forest,2,1.0,Omnivore,Invertivore,Insessorial,17.38,27.93,23.53,98.56,288108.31
8105.0,psittiparus gularis,Sylviidae,Passeriformes,AVIBASE-4D6EE0EA,5,2,3,0,4,13.4,8.7,5.0,9.3,24.8,86.7,10.1,75.2,11.8,84.3,29.0,Dunning,,NO,,,Shrubland,1,1.0,Herbivore,Omnivore,Insessorial,14.16,30.98,25.15,107.0,1985394.87
8106.0,psittiparus margaritae,Sylviidae,Passeriformes,AVIBASE-DBBA3A9A,1,1,0,0,1,15.3,9.6,5.6,9.2,25.0,82.0,7.3,74.7,8.9,81.0,29.0,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Omnivore,Insessorial,11.25,12.48,12.02,108.17,6360.27
8103.0,psittiparus ruficeps,Sylviidae,Passeriformes,AVIBASE-A66D4C91,1,0,1,0,1,15.1,9.3,5.4,10.5,24.3,86.0,7.7,78.3,9.0,86.0,32.0,Dunning,,NO,,,Forest,2,1.0,Omnivore,Invertivore,Insessorial,26.7,29.75,27.69,92.6,71788.74
8119.0,sinosuthora alphonsiana,Sylviidae,Passeriformes,AVIBASE-A6246EF8,4,2,2,0,4,8.6,5.3,3.3,5.9,21.0,52.2,6.7,45.5,12.8,65.9,10.5,Updated_literature,BoW,NO,,,Shrubland,2,1.0,Herbivore,Omnivore,Insessorial,20.9,31.58,26.42,104.62,185799.16
8117.0,sinosuthora brunnea,Sylviidae,Passeriformes,AVIBASE-5D7C768F,3,2,1,0,3,8.3,4.8,3.4,5.1,22.1,51.3,4.9,46.5,9.5,67.0,9.25,Updated_literature,BoW,NO,,,Shrubland,2,1.0,Omnivore,Granivore,Insessorial,21.77,28.32,25.21,98.41,125196.45
8115.0,sinosuthora conspicillata,Sylviidae,Passeriformes,AVIBASE-6D920A28,6,2,3,1,5,8.7,5.0,3.4,6.4,19.9,53.7,6.7,46.3,12.7,70.2,8.5,Updated_literature,BoW,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,29.49,38.49,33.7,105.32,276903.92
8121.0,sinosuthora przewalskii,Sylviidae,Passeriformes,AVIBASE-7164CABB,0,0,0,0,0,8.7,5.0,3.4,6.4,19.9,53.7,6.7,46.3,12.7,70.2,8.5,Inferred,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Sinosuthora conspicillata,Forest,2,1.0,Omnivore,Omnivore,Insessorial,32.37,34.81,33.68,104.41,32728.45
8118.0,sinosuthora ricketti,Sylviidae,Passeriformes,AVIBASE-549E06B6,1,0,1,0,1,8.0,4.8,3.5,5.2,20.6,51.5,6.3,45.2,12.2,72.0,9.25,DataFromSplit,,NO,,,Shrubland,2,1.0,Omnivore,Granivore,Insessorial,25.31,30.3,28.0,102.21,98059.89
8116.0,sinosuthora webbiana,Sylviidae,Passeriformes,AVIBASE-32709919,5,2,2,1,4,9.2,5.4,3.6,5.8,19.5,50.4,7.0,43.3,13.9,59.4,10.9,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Omnivore,Insessorial,21.78,46.71,33.65,114.57,4347110.32
8120.0,sinosuthora zappeyi,Sylviidae,Passeriformes,AVIBASE-7B96A290,5,2,2,1,5,8.2,4.5,4.2,5.9,19.5,55.5,6.3,49.2,11.2,71.5,9.5,Updated_literature,BoW,NO,,,Shrubland,2,1.0,Omnivore,Invertivore,Insessorial,26.53,30.06,27.85,103.57,41291.23
8080.0,sylvia balearica,Sylviidae,Passeriformes,AVIBASE-586FA317,4,2,2,0,4,12.3,6.6,2.4,2.4,18.7,50.8,8.5,42.3,16.7,58.8,9.8,DataFromSplit,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,38.64,39.96,39.51,2.72,4300.52
8063.0,sylvia boehmi,Sylviidae,Passeriformes,AVIBASE-982C918E,5,2,3,0,4,11.9,6.7,3.2,3.5,19.7,64.0,9.9,53.1,15.7,64.7,14.0,EltonTraits_Model,,NO,,,Woodland,2,1.0,Omnivore,Omnivore,Insessorial,-8.99,11.18,0.19,38.45,757783.64
8068.0,sylvia buryi,Sylviidae,Passeriformes,AVIBASE-40A82395,6,2,0,4,4,18.1,9.9,3.3,3.8,24.5,67.0,7.4,59.0,11.2,71.7,22.0,Updated_literature,Dunning (2021),NO,,,Woodland,1,1.0,Carnivore,Invertivore,Insessorial,13.24,19.58,16.77,43.38,62421.27
8074.0,sylvia cantillans,Sylviidae,Passeriformes,AVIBASE-5F33823D,16,8,8,0,1,12.4,6.1,2.4,3.3,17.8,61.0,13.7,47.3,22.3,52.3,9.6,Dunning,,NO,,,Shrubland,1,3.0,Omnivore,Invertivore,Insessorial,27.36,46.12,38.35,6.21,1448615.93
8077.0,sylvia communis,Sylviidae,Passeriformes,AVIBASE-14AFBA82,21,10,11,0,4,13.6,7.0,2.8,3.3,21.3,72.6,17.6,55.1,24.2,63.3,15.1,Dunning,,NO,,,Shrubland,3,3.0,Omnivore,Invertivore,Insessorial,31.17,68.4,50.84,43.84,14124012.64
8078.0,sylvia conspicillata,Sylviidae,Passeriformes,AVIBASE-BFECF5F8,15,6,9,0,4,11.7,6.0,2.4,2.4,17.9,55.4,10.8,44.8,19.4,51.1,9.0,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,14.8,44.66,35.25,1.99,1315716.19
8067.0,sylvia crassirostris,Sylviidae,Passeriformes,AVIBASE-37015E61,4,2,2,0,4,18.5,10.2,3.8,4.4,23.0,80.1,21.2,58.9,26.4,66.0,23.0,Updated_literature,Dunning (2021),NO,,,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,26.75,47.78,37.47,46.71,2006028.95
8070.0,sylvia curruca,Sylviidae,Passeriformes,AVIBASE-0DCD05BE,26,9,16,1,12,12.4,6.3,2.8,3.1,19.1,65.1,14.4,50.9,22.0,56.9,11.44,Dunning,,NO,,,Shrubland,3,3.0,Omnivore,Invertivore,Insessorial,25.38,69.78,51.94,64.22,21087199.91
8059.0,sylvia deserti,Sylviidae,Passeriformes,AVIBASE-D5AEADF4,2,1,1,0,2,11.0,5.8,2.3,2.8,18.5,54.0,8.8,45.2,16.3,57.2,8.7,DataFromSplit,,NO,,,Desert,3,1.0,Carnivore,Invertivore,Insessorial,20.34,35.56,28.51,-0.55,2032681.64
8082.0,sylvia deserticola,Sylviidae,Passeriformes,AVIBASE-D1EF4402,4,2,2,0,4,11.0,6.0,2.4,2.6,18.6,53.9,8.7,45.1,16.2,54.2,8.58,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,29.36,36.0,33.31,-0.38,297087.16
8066.0,sylvia hortensis,Sylviidae,Passeriformes,AVIBASE-95E7E0E5,12,2,8,2,4,17.1,9.9,3.6,4.2,24.6,79.0,18.4,60.7,23.2,68.8,21.9,Dunning,,NO,,,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,27.74,47.23,37.79,0.56,1039800.12
8062.0,sylvia layardi,Sylviidae,Passeriformes,AVIBASE-697DE8A6,5,2,3,0,4,12.9,6.7,3.2,3.7,20.2,64.5,10.1,53.8,15.8,60.2,14.3,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-34.39,-18.86,-29.32,20.95,780211.28
8065.0,sylvia leucomelaena,Sylviidae,Passeriformes,AVIBASE-51DD2ADA,5,2,3,0,4,13.8,8.0,3.0,3.7,20.2,69.1,9.7,60.0,13.8,71.8,13.9,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,8.72,31.63,17.0,44.69,547018.24
8069.0,sylvia lugens,Sylviidae,Passeriformes,AVIBASE-16FEF081,5,2,3,0,4,13.5,7.3,3.0,3.4,19.9,63.4,8.9,55.1,13.9,60.8,14.9,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-15.87,12.33,3.82,36.84,401532.97
8073.0,sylvia melanocephala,Sylviidae,Passeriformes,AVIBASE-B0D09483,23,8,15,0,10,13.7,7.3,2.9,3.0,20.4,58.7,10.5,48.0,18.0,61.3,11.7,Dunning,,NO,,,Shrubland,2,2.0,Omnivore,Invertivore,Insessorial,23.19,45.8,37.82,8.8,1781820.85
8072.0,sylvia melanothorax,Sylviidae,Passeriformes,AVIBASE-94E23F51,4,2,2,0,4,12.2,6.8,2.5,2.8,18.1,57.5,10.9,46.5,18.9,56.4,11.4,Dunning,,NO,,,Forest,2,3.0,Carnivore,Invertivore,Insessorial,34.56,35.7,35.04,33.21,7952.61
8071.0,sylvia mystacea,Sylviidae,Passeriformes,AVIBASE-AA027706,5,2,3,0,4,11.9,6.5,2.8,2.8,17.8,58.9,9.4,49.2,16.1,56.1,9.9,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,29.94,47.02,39.84,56.24,1359316.78
8060.0,sylvia nana,Sylviidae,Passeriformes,AVIBASE-58F3D3E5,5,2,3,0,4,10.5,6.0,2.5,2.6,17.8,56.1,9.2,46.6,16.5,50.5,8.7,Dunning,,NO,,,Desert,3,1.0,Carnivore,Invertivore,Insessorial,33.09,50.07,42.26,77.9,4323839.88
8061.0,sylvia nisoria,Sylviidae,Passeriformes,AVIBASE-1EA60B94,13,6,7,0,4,16.4,8.9,3.7,4.3,24.0,88.3,24.0,64.4,27.2,71.7,22.5,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,35.04,62.55,50.08,54.57,10133103.58
8076.0,sylvia ruppeli,Sylviidae,Passeriformes,AVIBASE-A1B09A86,10,4,6,0,4,14.6,8.4,2.8,3.1,21.0,69.0,16.0,53.0,23.1,63.6,12.84,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,34.62,41.15,37.7,30.04,238081.29
8079.0,sylvia sarda,Sylviidae,Passeriformes,AVIBASE-6E1206E4,13,6,7,0,4,11.6,6.1,2.2,2.6,19.1,55.8,8.9,46.7,15.9,61.4,9.8,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,36.73,43.08,40.66,9.07,33262.12
8075.0,sylvia subalpina,Sylviidae,Passeriformes,AVIBASE-1F8F851E,0,0,0,0,0,12.4,6.1,2.4,3.3,17.8,61.0,13.7,47.3,22.3,52.3,9.6,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Sylvia cantillans,Shrubland,1,3.0,Omnivore,Invertivore,Insessorial,38.87,45.4,42.49,9.4,84258.76
8064.0,sylvia subcoerulea,Sylviidae,Passeriformes,AVIBASE-C39D67AD,5,2,3,0,4,13.1,7.1,3.2,3.6,19.5,65.6,10.9,54.1,16.8,68.7,14.6,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-34.84,-11.91,-23.9,21.97,2960791.88
8081.0,sylvia undata,Sylviidae,Passeriformes,AVIBASE-85629EF4,17,5,11,1,3,13.1,6.2,2.5,2.5,18.6,53.5,7.5,46.0,14.1,63.1,10.8,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,34.13,52.99,40.86,-1.12,826720.86
10984.0,conirostrum fraseri,Thraupidae,Passeriformes,AVIBASE-E2C81C39,1,1,0,0,0,12.9,7.0,2.6,3.2,17.9,59.7,9.5,50.2,15.9,52.5,8.8,DataFromSplit,,YES,Beak Nares; Beak Width; Beak Depth,Conirostrum cinereum,Shrubland,2,1.0,Omnivore,Invertivore,Insessorial,-4.06,1.61,-1.07,-78.43,45177.63
10822.0,pyrrhulagra nigra,Thraupidae,Passeriformes,AVIBASE-76018800,2,0,2,0,2,12.6,8.0,6.0,9.4,17.6,66.0,9.4,56.6,14.2,59.0,14.88,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,19.83,23.19,21.62,-79.0,109693.02
10820.0,pyrrhulagra portoricensis,Thraupidae,Passeriformes,AVIBASE-C51A6C3B,4,1,3,0,4,16.7,10.3,6.8,10.6,22.0,82.9,10.8,72.0,13.1,69.8,32.04,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,17.93,18.52,18.23,-66.48,8774.42
10823.0,pyrrhulagra taylori,Thraupidae,Passeriformes,AVIBASE-ABF0B698,2,2,0,0,2,13.6,8.4,6.0,10.1,18.7,69.0,12.7,56.3,18.4,59.5,14.88,DataFromSplit,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,19.26,19.4,19.32,-81.24,202.69
10821.0,pyrrhulagra violacea,Thraupidae,Passeriformes,AVIBASE-CAE909E3,5,2,3,0,4,17.2,10.5,7.8,11.6,21.5,74.4,14.2,60.0,19.1,65.2,22.17,Dunning,,NO,,,Forest,2,1.0,Herbivore,Omnivore,Insessorial,17.47,26.92,19.47,-72.59,97899.28
10879.0,ramphocelus costaricensis,Thraupidae,Passeriformes,AVIBASE-2538DA15,10,2,8,0,4,19.1,12.8,7.8,8.0,22.1,77.6,11.7,66.4,15.0,76.5,32.0,Inferred,,YES,Body Mass,Ramphocelus passerinii,Shrubland,2,1.0,Omnivore,Omnivore,Insessorial,8.03,10.13,8.93,-83.26,17833.56
8299.0,rhopocichla atriceps,Timaliidae,Passeriformes,AVIBASE-B517FCCC,5,2,3,0,4,14.5,7.8,3.2,4.0,21.1,58.6,4.2,54.5,7.2,47.8,16.3,Dunning,,NO,,,Shrubland,1,1.0,Carnivore,Invertivore,Generalist,5.92,19.72,12.74,76.41,229794.31
8868.0,geomalia heinrichi,Turdidae,Passeriformes,AVIBASE-6E50C3FA,4,2,2,0,4,28.4,17.8,6.5,9.0,45.9,111.8,14.7,97.1,13.1,140.1,73.21,EltonTraits_Model,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-3.66,0.94,-2.29,119.99,8733.46
8124.0,yuhina castaniceps,Zosteropidae,Passeriformes,AVIBASE-BB20B241,8,4,4,0,7,11.0,6.1,3.0,3.2,16.8,58.7,12.9,46.6,21.7,55.1,11.8,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,12.22,28.83,23.33,95.75,495231.6
8122.0,yuhina diademata,Zosteropidae,Passeriformes,AVIBASE-ED9A5BB0,4,2,2,0,4,14.8,6.9,3.2,3.6,21.0,74.6,11.2,63.4,15.1,75.5,22.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,21.75,36.02,28.43,104.37,1124238.68
8123.0,yuhina everetti,Zosteropidae,Passeriformes,AVIBASE-EDF11415,5,2,3,0,4,11.2,6.1,3.1,3.5,16.7,60.1,10.5,49.9,17.3,58.6,12.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-3.81,6.37,1.68,114.69,183515.14
8125.0,yuhina torqueola,Zosteropidae,Passeriformes,AVIBASE-18E06178,5,2,3,0,4,11.4,6.2,3.0,3.5,18.0,63.8,16.2,47.8,25.4,59.0,11.8,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,15.71,31.77,25.6,109.2,2186606.38
3843.0,campethera caroli,Picidae,Piciformes,AVIBASE-01C9752D,10,5,5,0,4,23.8,18.1,7.0,6.7,19.0,101.4,17.8,84.0,17.5,58.6,44.15,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-11.55,9.22,-0.61,17.57,3849726.47
3842.0,campethera nivosa,Picidae,Piciformes,AVIBASE-02E56D98,50,22,26,2,5,17.5,13.4,6.2,5.9,16.9,82.9,9.8,76.4,11.3,44.0,37.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-11.53,16.09,0.45,15.06,3825842.41
3813.0,dinopium rafflesii,Picidae,Piciformes,AVIBASE-FFD0A230,6,1,3,2,4,31.6,24.6,8.9,8.5,23.3,134.2,24.2,103.3,19.0,90.5,102.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-5.91,16.47,1.37,108.64,1030245.34
3778.0,picumnus fulvescens,Picidae,Piciformes,AVIBASE-27668376,6,5,1,0,3,10.2,8.7,3.7,4.2,10.3,50.2,5.6,46.0,10.8,29.0,11.32,EltonTraits_GenAvg,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-9.86,-5.35,-7.97,-37.11,119592.59
4076.0,strigops habroptila,Strigopidae,Psittaciformes,AVIBASE-16804FAF,7,0,1,6,4,48.7,36.3,22.4,37.5,54.5,275.1,54.6,219.2,19.9,225.1,1732.05,Dunning,,NO,,,Forest,2,1.0,Herbivore,Omnivore,Generalist,-46.79,-36.17,-41.55,170.89,57.25
2797.0,glaucidium tucumanum,Strigidae,Strigiformes,AVIBASE-FD0EA914,4,2,2,0,4,14.5,9.8,8.3,10.2,20.4,95.1,17.3,77.8,18.2,65.1,57.5,Updated_literature,Friedhelm et al. (2006),NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-32.58,-21.75,-27.2,-61.83,448119.82
2891.0,megascops colombianus,Strigidae,Strigiformes,AVIBASE-7235DAD7,2,1,0,1,1,24.5,13.0,7.0,12.7,38.0,195.5,56.7,138.9,29.0,99.1,153.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Omnivore,Insessorial,-0.23,6.15,2.41,-77.27,13694.16
2901.0,megascops nudipes,Strigidae,Strigiformes,AVIBASE-80A077C8,5,3,1,1,5,22.5,12.0,7.9,11.4,38.4,165.6,34.6,131.0,20.9,92.4,137.34,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,17.68,18.52,18.22,-66.39,9247.43
2760.0,ninox granti,Strigidae,Strigiformes,AVIBASE-8FB53639,4,2,2,0,4,27.0,15.9,9.5,14.6,34.7,174.9,48.0,127.0,27.4,86.0,200.81,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.95,-9.24,-9.62,160.16,5477.09
2759.0,ninox jacquinoti,Strigidae,Strigiformes,AVIBASE-20687BEA,4,2,2,0,4,27.9,16.4,10.1,14.9,40.1,188.0,42.1,145.9,22.4,93.0,200.81,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.21,-5.01,-6.85,156.65,17230.73
2761.0,ninox malaitae,Strigidae,Strigiformes,AVIBASE-B901A687,1,0,1,0,1,24.7,15.1,9.5,13.6,30.3,157.0,41.5,115.5,26.4,87.5,200.81,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.8,-8.32,-9.0,161.01,4355.47
2762.0,ninox roseoaxillaris,Strigidae,Strigiformes,AVIBASE-AB7D1006,1,0,1,0,1,25.5,15.3,9.6,14.3,28.0,148.2,37.6,110.6,25.4,72.1,200.81,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.83,-10.14,-10.53,161.82,3331.79
2712.0,phodilus prigoginei,Tytonidae,Strigiformes,AVIBASE-07C0389D,1,1,0,0,1,27.8,11.7,6.7,12.9,36.2,190.0,29.6,160.4,15.6,102.6,195.0,Dunning,,NO,,,Forest,2,1.0,Carnivore,Vertivore,Insessorial,-4.05,-2.84,-3.39,28.91,4661.83
5.0,rhea tarapacensis,Rheidae,Struthioniformes,AVIBASE-499B75D1,1,1,0,0,0,75.6,35.0,25.1,14.6,296.0,607.0,0.4,629.1,0.1,65.0,23900.0,DataFromSplit,,YES,Kipp's Distance; Secondary1; Hand-Wing Index,Rhea pennata,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,-28.79,-16.21,-22.22,-67.75,424810.53
25.0,crypturellus occidentalis,Tinamidae,Struthioniformes,AVIBASE-8A2D8FB6,4,2,2,0,4,28.9,11.7,5.7,5.3,43.2,166.0,40.1,125.9,24.1,39.7,422.0,DataFromSplit,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,17.1,25.41,20.85,-104.72,49818.85
